created_at,Polarity,Subjectivity,Aggregate Score
2020/8/20,-0.1,0.4,0.15
2020/8/20,-0.1,0.3,0.1
2020/8/20,0.1555555555555555,0.4666666666666666,0.311111111111111
2020/8/20,-0.4,0.9,0.25
2020/8/20,0.2,0.1,0.15
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.8,0.4
2020/8/20,0.0,0.0,0.0
2020/8/20,0.85,1.0,0.925
2020/8/20,0.45,0.75,0.6
2020/8/20,0.0,0.0,0.0
2020/8/20,0.2,0.2,0.2
2020/8/20,0.3333333333333333,0.3666666666666667,0.35
2020/8/20,-0.4333333333333333,0.6,0.0833333333333333
2020/8/20,0.0681818181818181,0.3772727272727272,0.2227272727272727
2020/8/20,0.25,0.4,0.325
2020/8/20,0.05,0.15,0.1
2020/8/20,0.1666666666666666,0.3333333333333333,0.25
2020/8/20,0.0,0.5,0.25
2020/8/20,0.0333333333333333,0.0666666666666666,0.05
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.25,0.25,0.0
2020/8/20,0.25,0.3,0.275
2020/8/20,0.35,0.55,0.45
2020/8/20,0.1168831168831168,0.4967532467532467,0.3068181818181818
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.75,0.75,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.3,0.7,0.5
2020/8/20,0.33,0.52,0.425
2020/8/20,0.0,0.0,0.0
2020/8/20,0.5,0.5,0.5
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.1625,0.3375,0.0875
2020/8/20,0.0,0.1,0.05
2020/8/20,0.0,0.0,0.0
2020/8/20,0.1166666666666666,0.3166666666666666,0.2166666666666666
2020/8/20,0.0,0.0,0.0
2020/8/20,0.1565656565656565,0.3737373737373737,0.2651515151515151
2020/8/20,0.1363636363636363,0.4545454545454545,0.2954545454545454
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0333333333333333,0.0666666666666666,0.05
2020/8/20,-0.1,0.2,0.05
2020/8/20,0.125,0.7,0.4125
2020/8/20,0.2681818181818182,0.7272727272727273,0.4977272727272727
2020/8/20,0.4,1.0,0.7
2020/8/20,-0.1541666666666666,0.7791666666666667,0.3125
2020/8/20,0.0533333333333333,0.38,0.2166666666666667
2020/8/20,0.4333333333333333,0.7333333333333333,0.5833333333333333
2020/8/20,-0.1,0.4,0.15
2020/8/20,0.0,0.0,0.0
2020/8/20,0.125,0.125,0.125
2020/8/20,0.0625,0.5,0.28125
2020/8/20,0.0,0.0,0.0
2020/8/20,0.2,0.6,0.4
2020/8/20,0.0,0.1,0.05
2020/8/20,0.0,0.1,0.05
2020/8/20,0.2,0.8,0.5
2020/8/20,0.0,0.0,0.0
2020/8/20,0.7,0.6000000000000001,0.65
2020/8/20,0.0,0.0,0.0
2020/8/20,0.1363636363636363,0.4545454545454545,0.2954545454545454
2020/8/20,0.0880952380952381,0.3738095238095238,0.2309523809523809
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.3806818181818182,0.4772727272727273,0.4289772727272727
2020/8/20,0.25,0.25,0.25
2020/8/20,0.0,0.0,0.0
2020/8/20,0.5,0.5,0.5
2020/8/20,-0.1125,0.2375,0.0624999999999999
2020/8/20,-0.0166666666666666,0.8333333333333333,0.4083333333333333
2020/8/20,0.4,0.6,0.5
2020/8/20,0.1818181818181818,0.5,0.3409090909090909
2020/8/20,0.3468181818181818,0.5213636363636364,0.4340909090909091
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.1944444444444444,0.3444444444444445,0.075
2020/8/20,0.25,0.2,0.225
2020/8/20,0.0,0.0,0.0
2020/8/20,0.5,0.5,0.5
2020/8/20,0.039057239057239,0.3993265993265993,0.2191919191919191
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.1999999999999999,0.2714285714285714,0.2357142857142857
2020/8/20,0.1020833333333333,0.4833333333333333,0.2927083333333333
2020/8/20,0.6,0.8,0.7
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0766666666666666,0.4633333333333334,0.27
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.5,0.5,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0239057239057238,0.4864478114478114,0.2551767676767676
2020/8/20,0.0324675324675324,0.3344155844155844,0.1834415584415584
2020/8/20,0.0,0.0,0.0
2020/8/20,0.3303030303030302,0.6393939393939394,0.4848484848484848
2020/8/20,0.1363636363636363,0.4545454545454545,0.2954545454545454
2020/8/20,0.15,0.9,0.525
2020/8/20,-0.2916666666666667,0.5416666666666666,0.1249999999999999
2020/8/20,0.0,0.25,0.125
2020/8/20,0.4,1.0,0.7
2020/8/20,0.0,0.0,0.0
2020/8/20,0.18,0.2799999999999999,0.2299999999999999
2020/8/20,0.2357142857142857,0.5285714285714286,0.3821428571428571
2020/8/20,-0.39,0.52,0.065
2020/8/20,0.2166666666666666,0.3666666666666666,0.2916666666666666
2020/8/20,0.5,0.5,0.5
2020/8/20,0.0,0.75,0.375
2020/8/20,0.2,0.2,0.2
2020/8/20,0.25,0.25,0.25
2020/8/20,-0.125,0.375,0.125
2020/8/20,0.1225,0.2866666666666666,0.2045833333333333
2020/8/20,0.55,0.75,0.65
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.0416666666666666,0.2583333333333333,0.1083333333333333
2020/8/20,-0.15,0.6166666666666667,0.2333333333333333
2020/8/20,-0.3066666666666667,0.32,0.0066666666666666
2020/8/20,0.2,0.3333333333333333,0.2666666666666666
2020/8/20,-0.2666666666666666,0.6277777777777778,0.1805555555555555
2020/8/20,0.1818181818181818,0.5227272727272727,0.3522727272727273
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.1444444444444444,0.3888888888888888,0.2666666666666666
2020/8/20,0.1363636363636363,0.4545454545454545,0.2954545454545454
2020/8/20,0.0333333333333333,0.5333333333333333,0.2833333333333333
2020/8/20,0.3181818181818182,0.4772727272727273,0.3977272727272727
2020/8/20,0.05,0.15,0.1
2020/8/20,0.78,1.0,0.89
2020/8/20,0.0,0.0,0.0
2020/8/20,0.33,0.52,0.425
2020/8/20,0.5,0.9,0.7
2020/8/20,0.325,0.575,0.45
2020/8/20,0.35,0.45,0.4
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0666666666666666,0.0333333333333333
2020/8/20,0.3,0.4333333333333333,0.3666666666666667
2020/8/20,0.2272727272727272,0.5454545454545454,0.3863636363636363
2020/8/20,0.0666666666666666,0.2333333333333333,0.15
2020/8/20,-0.1333333333333333,0.6,0.2333333333333333
2020/8/20,-0.125,0.375,0.125
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.1555555555555555,0.2888888888888889,0.0666666666666666
2020/8/20,-0.125,0.375,0.125
2020/8/20,0.625,0.6000000000000001,0.6125
2020/8/20,0.25,0.5666666666666667,0.4083333333333333
2020/8/20,0.3,0.0,0.15
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.1166666666666666,0.4083333333333333,0.1458333333333333
2020/8/20,0.4375,0.3375,0.3875
2020/8/20,0.0387755102040816,0.5448979591836735,0.2918367346938775
2020/8/20,0.5,0.5,0.5
2020/8/20,0.0,0.0,0.0
2020/8/20,0.26875,0.48125,0.375
2020/8/20,0.0,0.0,0.0
2020/8/20,0.15,0.275,0.2125
2020/8/20,0.2962962962962963,0.750925925925926,0.5236111111111111
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.75,0.375
2020/8/20,0.0,0.0,0.0
2020/8/20,0.125,0.1666666666666666,0.1458333333333333
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.225,0.7,0.4624999999999999
2020/8/20,0.0,0.0,0.0
2020/8/20,0.7,0.8500000000000001,0.775
2020/8/20,0.0,0.1428571428571428,0.0714285714285714
2020/8/20,0.15,0.3,0.2249999999999999
2020/8/20,0.0,0.3,0.15
2020/8/20,0.1363636363636363,0.4772727272727273,0.3068181818181818
2020/8/20,0.0121212121212121,0.6181818181818182,0.3151515151515151
2020/8/20,-0.125,0.375,0.125
2020/8/20,-0.2375,0.5125,0.1374999999999999
2020/8/20,0.0681818181818181,0.2606060606060606,0.1643939393939394
2020/8/20,-0.1333333333333333,0.6,0.2333333333333333
2020/8/20,0.1875,0.75,0.46875
2020/8/20,0.3535714285714285,0.5607142857142857,0.4571428571428571
2020/8/20,0.4,1.0,0.7
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.0681818181818181,0.4545454545454545,0.1931818181818181
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.2666666666666666,0.6,0.4333333333333333
2020/8/20,0.1386363636363636,0.5227272727272727,0.3306818181818182
2020/8/20,0.6,0.9,0.75
2020/8/20,-0.125,0.375,0.125
2020/8/20,-0.0425925925925926,0.2648148148148148,0.111111111111111
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.1375,0.2624999999999999,0.0624999999999999
2020/8/20,0.2272727272727272,0.5454545454545454,0.3863636363636363
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.25,0.125
2020/8/20,0.0,0.0,0.0
2020/8/20,0.205,0.4366666666666666,0.3208333333333333
2020/8/20,0.0,0.0,0.0
2020/8/20,0.7,0.4,0.55
2020/8/20,0.0,0.0,0.0
2020/8/20,0.3,0.4,0.35
2020/8/20,0.0333333333333333,0.5,0.2666666666666666
2020/8/20,0.1363636363636363,0.4545454545454545,0.2954545454545454
2020/8/20,-0.0068181818181818,0.4272727272727273,0.2102272727272727
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.45,0.75,0.6
2020/8/20,-0.0625,0.75,0.34375
2020/8/20,-0.4,0.9,0.25
2020/8/20,0.7,0.6000000000000001,0.65
2020/8/20,0.0,0.0,0.0
2020/8/20,0.075,0.3249999999999999,0.1999999999999999
2020/8/20,0.1,0.25,0.175
2020/8/20,0.1,0.6,0.35
2020/8/20,0.125,0.7,0.4125
2020/8/20,0.1,0.4,0.25
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.25,0.25,0.25
2020/8/20,0.4,0.8,0.6000000000000001
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.3,0.0,0.15
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0148148148148148,0.562962962962963,0.2888888888888889
2020/8/20,0.0,0.125,0.0625
2020/8/20,0.4,0.8,0.6000000000000001
2020/8/20,0.1,0.4,0.25
2020/8/20,0.4,1.0,0.7
2020/8/20,-0.25,0.25,0.0
2020/8/20,-0.125,0.375,0.125
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.1,0.05
2020/8/20,-0.125,0.375,0.125
2020/8/20,0.0,0.0,0.0
2020/8/20,0.3757575757575758,0.4818181818181817,0.4287878787878788
2020/8/20,-0.1,0.4,0.15
2020/8/20,0.0,0.5,0.25
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.3636363636363636,0.5227272727272727,0.4431818181818182
2020/8/20,-0.35,0.7000000000000001,0.175
2020/8/20,0.0,0.0,0.0
2020/8/20,0.2681818181818182,0.6772727272727272,0.4727272727272727
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.1363636363636363,0.4545454545454545,0.2954545454545454
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.1,0.4,0.15
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.25,0.5,0.375
2020/8/20,0.142,0.398,0.27
2020/8/20,0.1481818181818182,0.4972727272727272,0.3227272727272727
2020/8/20,0.5,0.5,0.5
2020/8/20,0.0,0.0,0.0
2020/8/20,0.2272727272727272,0.5454545454545454,0.3863636363636363
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.0022222222222222,0.3188888888888888,0.1583333333333333
2020/8/20,0.0287878787878787,0.1848484848484848,0.1068181818181818
2020/8/20,0.1575757575757575,0.4696969696969697,0.3136363636363636
2020/8/20,0.1888888888888888,0.2111111111111111,0.2
2020/8/20,0.4,0.8,0.6000000000000001
2020/8/20,0.5,0.5,0.5
2020/8/20,0.33,0.52,0.425
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.35,0.8,0.225
2020/8/20,0.2,0.2,0.2
2020/8/20,0.0,0.1,0.05
2020/8/20,0.0681818181818181,0.2606060606060606,0.1643939393939394
2020/8/20,-0.1555555555555555,0.2888888888888889,0.0666666666666666
2020/8/20,0.625,0.5,0.5625
2020/8/20,0.1363636363636363,0.4545454545454545,0.2954545454545454
2020/8/20,-0.125,0.375,0.125
2020/8/20,-0.1,0.6,0.25
2020/8/20,-0.0363636363636363,0.5727272727272728,0.2681818181818182
2020/8/20,-0.0119047619047619,0.4761904761904761,0.2321428571428571
2020/8/20,-0.05,0.2,0.075
2020/8/20,0.5,0.5,0.5
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0166666666666666,0.0666666666666666,0.0416666666666666
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.1,0.05
2020/8/20,-0.1666666666666666,0.1666666666666666,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.2272727272727272,0.5454545454545454,0.3863636363636363
2020/8/20,-0.1,0.4,0.15
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.1,0.05
2020/8/20,0.0,0.0,0.0
2020/8/20,0.4311688311688311,0.6753246753246754,0.5532467532467533
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0681818181818181,0.2606060606060606,0.1643939393939394
2020/8/20,0.2272727272727272,0.5454545454545454,0.3863636363636363
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.25,0.3333333333333333,0.2916666666666666
2020/8/20,-0.2,0.6833333333333333,0.2416666666666666
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.05,0.4,0.175
2020/8/20,-0.1,0.2,0.05
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.2659090909090909,0.3761363636363636,0.0551136363636363
2020/8/20,-0.0999999999999999,0.7999999999999999,0.35
2020/8/20,0.25,0.4444444444444444,0.3472222222222222
2020/8/20,0.0,0.0,0.0
2020/8/20,0.2321428571428571,0.3714285714285714,0.3017857142857143
2020/8/20,0.1818181818181818,0.5227272727272727,0.3522727272727273
2020/8/20,0.0,0.0,0.0
2020/8/20,0.875,0.6000000000000001,0.7375
2020/8/20,0.2681818181818182,0.7272727272727273,0.4977272727272727
2020/8/20,0.1818181818181818,0.5227272727272727,0.3522727272727273
2020/8/20,-0.0068181818181818,0.4272727272727273,0.2102272727272727
2020/8/20,-0.15,0.95,0.3999999999999999
2020/8/20,0.2142857142857142,0.5714285714285714,0.3928571428571428
2020/8/20,0.0,0.0,0.0
2020/8/20,0.1,0.4,0.25
2020/8/20,0.2424242424242424,0.6151515151515151,0.4287878787878788
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.0499999999999999,0.35,0.15
2020/8/20,-0.1625,0.1875,0.0124999999999999
2020/8/20,0.1363636363636363,0.4545454545454545,0.2954545454545454
2020/8/20,-0.5,0.3,-0.1
2020/8/20,0.2848484848484848,0.5939393939393939,0.4393939393939393
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.5,0.25
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.3666666666666667,0.4666666666666666,0.4166666666666666
2020/8/20,0.5,0.5,0.5
2020/8/20,0.1666666666666666,0.5,0.3333333333333333
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0681818181818181,0.2272727272727272,0.1477272727272727
2020/8/20,-0.2833333333333332,0.4555555555555555,0.0861111111111111
2020/8/20,0.6428571428571428,0.4178571428571428,0.5303571428571427
2020/8/20,0.0,0.375,0.1875
2020/8/20,0.1148148148148148,0.262962962962963,0.1888888888888889
2020/8/20,0.05,0.15,0.1
2020/8/20,0.4136363636363636,0.7227272727272727,0.5681818181818181
2020/8/20,0.0,0.0333333333333333,0.0166666666666666
2020/8/20,0.1363636363636363,0.4545454545454545,0.2954545454545454
2020/8/20,0.0,0.0,0.0
2020/8/20,0.05,0.5,0.275
2020/8/20,0.25,0.4833333333333333,0.3666666666666667
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.3303030303030303,0.6893939393939394,0.5098484848484849
2020/8/20,0.002840909090909,0.2323863636363636,0.1176136363636363
2020/8/20,0.0,0.0,0.0
2020/8/20,0.15,0.9,0.525
2020/8/20,1.0,0.3,0.65
2020/8/20,0.0,0.0,0.0
2020/8/20,0.1363636363636363,0.5,0.3181818181818182
2020/8/20,0.0,0.4,0.2
2020/8/20,0.0,0.0,0.0
2020/8/20,0.3333333333333333,0.4166666666666667,0.375
2020/8/20,0.0,0.25,0.125
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.2527777777777777,0.5,0.1236111111111111
2020/8/20,-0.3,0.2,-0.05
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.25,0.3333333333333333,0.2916666666666666
2020/8/20,0.5,0.9,0.7
2020/8/20,0.1,1.0,0.55
2020/8/20,0.0,0.0,0.0
2020/8/20,0.3545454545454545,0.6818181818181819,0.5181818181818182
2020/8/20,-0.1333333333333333,0.6,0.2333333333333333
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.25,0.75,0.25
2020/8/20,0.1363636363636363,0.4545454545454545,0.2954545454545454
2020/8/20,0.3666666666666667,0.6166666666666667,0.4916666666666667
2020/8/20,-0.1166666666666666,0.1666666666666666,0.025
2020/8/20,0.2068181818181818,0.5613636363636363,0.384090909090909
2020/8/20,-0.1666666666666666,0.1666666666666666,0.0
2020/8/20,0.6,1.0,0.8
2020/8/20,0.0,0.25,0.125
2020/8/20,0.1999999999999999,0.6333333333333333,0.4166666666666666
2020/8/20,0.0,0.0,0.0
2020/8/20,0.1875,0.625,0.40625
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,1.0,0.5
2020/8/20,0.0681818181818181,0.3939393939393939,0.231060606060606
2020/8/20,-0.15,0.8,0.325
2020/8/20,0.0,0.0,0.0
2020/8/20,0.1136363636363636,0.2727272727272727,0.1931818181818181
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.15,0.6,0.2249999999999999
2020/8/20,0.2,0.875,0.5375
2020/8/20,0.0,0.0,0.0
2020/8/20,0.1233333333333333,0.5666666666666667,0.345
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.5,1.0,0.25
2020/8/20,0.132,0.363,0.2475
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.1,0.4,0.15
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.0499999999999999,0.2333333333333333,0.0916666666666666
2020/8/20,0.25,0.3333333333333333,0.2916666666666666
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.5,0.5,0.5
2020/8/20,-0.12,0.57,0.2249999999999999
2020/8/20,0.4125,0.55,0.48125
2020/8/20,0.0,0.0,0.0
2020/8/20,0.1798611111111111,0.6159722222222223,0.3979166666666667
2020/8/20,0.2,0.9,0.55
2020/8/20,-0.0472222222222222,0.3805555555555555,0.1666666666666666
2020/8/20,-0.4125,0.2875,-0.0625
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.05,0.025
2020/8/20,0.2590909090909091,0.375,0.3170454545454545
2020/8/20,0.19,0.38,0.285
2020/8/20,-0.1777777777777778,0.3444444444444444,0.0833333333333333
2020/8/20,-0.1,0.1,0.0
2020/8/20,0.2625,0.3375,0.3
2020/8/20,0.1,0.9,0.5
2020/8/20,-0.175,0.875,0.35
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.2575757575757575,0.4696969696969697,0.3636363636363636
2020/8/20,0.45,0.75,0.6
2020/8/20,-0.05,0.75,0.35
2020/8/20,0.1005681818181818,0.5051136363636364,0.3028409090909091
2020/8/20,0.5,0.5,0.5
2020/8/20,-0.0305555555555555,0.2472222222222222,0.1083333333333333
2020/8/20,0.1454545454545454,0.4515151515151515,0.2984848484848484
2020/8/20,0.3,0.0,0.15
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.1333333333333333,0.4666666666666666,0.1666666666666666
2020/8/20,0.5,0.5,0.5
2020/8/20,-0.0625,0.1875,0.0625
2020/8/20,0.0,0.0,0.0
2020/8/20,0.125,0.35,0.2375
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.25,0.125
2020/8/20,0.0,0.25,0.125
2020/8/20,0.0,0.1666666666666666,0.0833333333333333
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.2272727272727272,0.5454545454545454,0.3863636363636363
2020/8/20,0.25,0.55,0.4
2020/8/20,0.0,0.0,0.0
2020/8/20,0.4,0.7,0.55
2020/8/20,0.27,0.3299999999999999,0.3
2020/8/20,0.1363636363636363,0.5,0.3181818181818182
2020/8/20,0.625,0.825,0.725
2020/8/20,0.0,0.0,0.0
2020/8/20,0.1333333333333333,0.8333333333333334,0.4833333333333333
2020/8/20,0.0,0.05,0.025
2020/8/20,0.5,0.445,0.4725
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.1055555555555555,0.5666666666666667,0.2305555555555555
2020/8/20,0.0,1.0,0.5
2020/8/20,-0.125,0.375,0.125
2020/8/20,0.0,0.0,0.0
2020/8/20,0.4,1.0,0.7
2020/8/20,0.0,0.0666666666666666,0.0333333333333333
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.0255681818181818,0.3272727272727272,0.1508522727272727
2020/8/20,0.0,0.0,0.0
2020/8/20,0.275,0.475,0.375
2020/8/20,0.2,0.2,0.2
2020/8/20,0.0454545454545454,0.209090909090909,0.1272727272727272
2020/8/20,0.1666666666666666,0.6,0.3833333333333333
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,-0.1,0.4,0.15
2020/8/20,0.0,0.0,0.0
2020/8/20,0.1363636363636363,0.5,0.3181818181818182
2020/8/20,0.0,0.0,0.0
2020/8/20,0.25,0.4833333333333333,0.3666666666666667
2020/8/20,0.1363636363636363,0.4545454545454545,0.2954545454545454
2020/8/20,0.1565656565656565,0.3737373737373737,0.2651515151515151
2020/8/20,-0.3,0.7,0.1999999999999999
2020/8/20,0.0,0.0,0.0
2020/8/20,0.1428571428571428,0.2678571428571428,0.2053571428571428
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
2020/8/20,0.0,0.0,0.0
